2017  1  1 15.04 14.96 13.17  9.29 13.96  9.87 13.67 10.25 10.83 12.58 18.50 15.04
2017  1  2 14.71 16.88 10.83  6.50 12.62  7.67 11.50 10.04  9.79  9.67 17.54 13.83
2017  1  3 18.50 16.88 12.33 10.13 11.17  6.17 11.25  8.04  8.50  7.67 12.75 12.71
2017  1  4 10.58  6.63 11.75  4.58  4.54  2.88  8.63  1.79  5.83  5.88  5.46 10.88
2017  1  5 13.33 13.25 11.42  6.17 10.71  8.21 11.92  6.54 10.92 10.34 12.92 11.83
2017  1  6 13.21  8.12  9.96  6.67  5.37  4.50 10.67  4.42  7.17  7.50  8.12 13.17
2017  1  7 13.50 14.29  9.50  4.96 12.29  8.33  9.17  9.29  7.58  7.96 13.96 13.79
2017  1  8 10.96  9.75  7.62  5.91  9.62  7.29 14.29  7.62  9.25 10.46 16.62 16.46
2017  1  9 12.58 10.83 10.00  4.75 10.37  6.79  8.04 10.13  7.79  9.08 13.04 15.37
2017  1 10 13.37 11.12 19.50  8.33  9.71  6.54 11.42  7.79  8.54  9.00  8.58 11.83
2017  1 11 10.58  9.87  8.42  2.79  8.71  7.25  7.54  8.33  5.71  8.67 20.71 16.92
2017  1 12 19.75 12.08 18.50 10.54 10.29  9.46 15.54 11.50 10.37 14.58 15.59 14.09
2017  1 13  9.92  3.54  8.46  2.96  2.29  0.96  4.63  0.58  2.33  3.37  5.25  7.04
2017  1 14  9.04  5.66  7.08  0.67  2.71  1.38  3.08  2.58  0.50  2.67  7.17  5.17
2017  1 15 12.04  9.67 11.75  2.37  7.38  3.13  2.50  6.83  4.75  5.63  7.54  6.75
2017  1 16 16.42 11.25 15.67  4.71 11.34  6.92  9.25  8.79  8.21  7.33 13.04  9.04
2017  1 17 17.75 14.37 17.33 10.13 13.96 13.37 13.42 11.04  8.71 11.38 15.92 16.08
2017  1 18 19.83 12.04 20.79 18.54 13.83 10.29 17.83 11.38 14.67 16.71  8.79 17.96
2017  1 19  4.92  3.42  7.29  1.04  3.67  3.17  3.71  2.79  1.92  2.71  6.87  7.83
2017  1 20  9.59 11.83  7.96  1.58  7.92  5.00  3.17  4.92  3.13  3.37  6.50  6.79
2017  1 21 14.33 10.25 11.92  6.13 10.04  7.67  8.04  9.17  7.04  7.87  6.75 12.42
2017  1 22  9.59  5.88  9.92  2.17  6.87  5.50  9.38  7.04  6.34  7.50 10.88  9.92
2017  1 23 16.54  9.96 18.54 10.46 13.50 12.67 13.70 13.75 10.75 13.17 14.79 20.58
2017  1 24 25.04 14.83 25.84 15.67 21.46 18.58 20.38 19.38 15.37 15.12 23.09 25.25
2017  1 25 13.62 11.17 12.67  6.04 10.00  9.42  9.25  8.71  7.12 12.04 14.04 17.50
2017  1 26 24.37 18.79 17.50 14.25 18.91 15.67 14.33 15.16 16.08 19.08 20.50 25.25
2017  1 27 22.04 20.79 17.41 16.21 19.04 16.13 16.79 18.29 18.66 19.08 26.08 27.63
2017  1 28 17.67 13.54 13.33  8.87 15.04 11.63 12.25 10.58 11.92 11.04 20.30 18.12
2017  1 29 27.25 23.91 22.29 17.54 24.08 19.70 22.00 20.25 21.46 19.95 27.71 23.38
2017  1 30 12.21 11.42 10.92  7.92 13.08  9.62 14.50 10.21  9.92 11.96 18.88 19.25
2017  1 31 24.21 19.55 16.71 11.96 14.42 10.46 14.88  8.21 10.50  9.96 12.42 13.92
2017  2  1 14.25 15.12  9.04  5.88 12.08  7.17 10.17  3.63  6.50  5.50  9.17  8.00
2017  2  2 20.17 24.21 10.00  6.54 17.37  7.17 10.88  6.08  9.08  7.12 12.08  7.17
2017  2  3 14.37 11.71 11.04  5.09  9.87  5.83  8.50  5.13  6.34  7.38  9.71  8.83
2017  2  4 10.58  9.46 10.92  8.71 12.46 11.46 12.54 11.04 13.04 11.17 16.50 11.71
2017  2  5 22.00 16.75 19.70 11.63 14.25 12.04 13.96 15.54 13.37 13.13 19.33 14.67
2017  2  6 24.50 20.75 20.62 15.37 25.33 17.62 19.17 18.79 18.96 14.46 26.38 21.84
2017  2  7 18.05 14.37 14.88  9.75 10.96 11.17 14.21  9.71 13.04 12.25 15.21 17.58
2017  2  8 24.54 21.42 21.34 11.63 17.04 14.21 16.50 17.33 14.67 17.79 23.79 19.58
2017  2  9 17.41 15.92 13.67 10.71 14.00 12.92 14.37 15.71 14.46 14.67 23.04 19.21
2017  2 10 20.50 11.54 19.67 10.04  8.12  8.08 11.08 12.54 11.12 12.96 17.83 17.75
2017  2 11 16.79 14.00 13.70  9.54 15.83 13.29 17.50 15.50 15.83 14.33 21.17 21.09
2017  2 12 16.00 16.92 17.25  8.38 11.75 10.37 11.71 14.37 10.37 14.62 25.41 17.04
2017  2 13 22.50 19.70 19.41 15.34 16.13 14.62 16.08 14.12 13.96 16.58 28.62 19.67
2017  2 14 17.08 11.63 17.25 12.12 13.75 13.46 15.46 12.29 14.88 15.67 14.09 11.42
2017  2 15  6.04 12.08  6.13  4.21  9.87  6.92  5.17  7.41  8.17  9.21 17.12 10.96
2017  2 16 16.79 20.17 12.67 13.25 15.29 15.12  3.42 14.29 14.79 13.79 21.92 22.58
2017  2 17 15.25 14.09 14.75  9.54 14.62 12.92  6.17 12.58 13.25 14.54 18.21 17.67
2017  2 18 12.08 12.38 12.67  6.04 10.71  9.08 10.88 12.38 10.00 11.34 18.58 13.25
2017  2 19 16.17 15.59 13.70 10.79 13.50 10.96  9.62 11.83 11.58 13.67 29.63 20.54
2017  2 20 11.04 11.08 10.63  8.33 10.92  8.29  7.25  7.75  8.83 11.08 15.09 12.17
2017  2 21  7.79  8.63  6.08  2.21  7.41  4.33  3.75  7.04  4.50  7.41 12.12  6.67
2017  2 22 12.29 13.21 13.54  6.46 11.58  9.21  8.25 10.29  9.21 13.08 15.25 13.21
2017  2 23 22.08 17.46 18.88 12.42 20.50 16.13 16.38 16.92 13.21 18.00 23.21 21.21
2017  2 24  8.71  7.08 11.38  4.83  5.96  4.58  8.17  4.67  6.21  7.00  9.59  9.21
2017  2 25 18.84 16.42 17.41 10.21 16.13 11.38 13.08 12.21 12.33 12.50 16.04 13.92
2017  2 26 25.80 21.50 22.42 15.21 23.09 16.88 21.17 17.25 18.46 20.04 22.83 23.87
2017  2 27 11.00 13.37 11.17  6.87 13.21  8.75 12.75 10.83 10.88 12.67 20.00 17.54
2017  2 28 12.92 12.75 11.04  8.92 16.13 12.29 14.75 14.46 13.96 14.04 18.41 13.17
2017  3  1 12.67 13.13 11.79  6.42  9.79  8.54 10.25 13.29  9.00 12.21 20.62 14.46
2017  3  2 12.58 10.04 11.17  7.12 10.29  9.21 10.88 10.50 10.58 12.96 18.38 13.79
2017  3  3 13.33 15.54 13.67  9.59 11.58  8.71 11.29 12.83  8.92 14.09 23.45 16.38
2017  3  4 10.96  8.83  8.17  5.88  8.25  6.00  6.21  5.66  6.25  9.79 12.46  8.83
2017  3  5 11.25 17.00 10.41 10.04 15.46 11.17  5.50 10.34 11.71 10.83 11.58 14.00
2017  3  6  4.88  8.08  7.54  3.13  5.41  4.08  2.83  5.29  5.21  5.09 10.21  5.54
